Invoice ID,Branch,City,Product line,Unit price,Quantity,COGS,VAT,Total ,gross income,gross margin percentage,Rating,Customer type,Gender,Payment,Date,Day name,Month name,Time,Time of day
608-96-3517,B,Mandalay,Fashion accessories,91.54,4,366.16,18.308,384.468,18.308,4.761904762,4.8,Member,Female,Credit card,3/23/2019,Saturday,March,19:20:00,Evening
584-86-7256,C,Naypyitaw,Sports and travel,34.56,7,241.92,12.096,254.016,12.096,4.761904762,7.3,Member,Male,Credit card,3/11/2019,Monday,March,16:07:00,Afternoon
746-94-0204,A,Yangon,Fashion accessories,83.24,9,749.16,37.458,786.618,37.458,4.761904762,7.4,Normal,Male,Credit card,1/29/2019,Tuesday,January,11:56:00,Morning
214-17-6927,C,Naypyitaw,Food and beverages,16.48,6,98.88,4.944,103.824,4.944,4.761904762,9.9,Normal,Female,Ewallet,2/7/2019,Thursday,February,18:23:00,Evening
400-89-4171,C,Naypyitaw,Sports and travel,80.97,8,647.76,32.388,680.148,32.388,4.761904762,9.3,Normal,Female,Cash,1/28/2019,Monday,January,13:05:00,Afternoon
782-95-9291,A,Yangon,Food and beverages,92.29,5,461.45,23.0725,484.5225,23.0725,4.761904762,9,Member,Male,Credit card,2/20/2019,Wednesday,February,15:55:00,Afternoon
279-74-2924,B,Mandalay,Electronic accessories,72.17,1,72.17,3.6085,75.7785,3.6085,4.761904762,6.1,Member,Male,Cash,1/4/2019,Friday,January,19:40:00,Evening
307-85-2293,B,Mandalay,Home and lifestyle,50.28,5,251.4,12.57,263.97,12.57,4.761904762,9.7,Normal,Male,Ewallet,3/7/2019,Thursday,March,13:58:00,Afternoon
743-04-1105,B,Mandalay,Health and beauty,97.22,9,874.98,43.749,918.729,43.749,4.761904762,6,Member,Male,Ewallet,3/30/2019,Saturday,March,14:43:00,Afternoon
423-57-2993,B,Mandalay,Sports and travel,93.39,6,560.34,28.017,588.357,28.017,4.761904762,10,Normal,Male,Ewallet,3/27/2019,Wednesday,March,19:18:00,Evening
894-41-5205,C,Naypyitaw,Food and beverages,43.18,8,345.44,17.272,362.712,17.272,4.761904762,8.3,Normal,Female,Credit card,1/19/2019,Saturday,January,19:39:00,Evening
275-28-0149,A,Yangon,Sports and travel,63.69,1,63.69,3.1845,66.8745,3.1845,4.761904762,6,Normal,Male,Cash,2/25/2019,Monday,February,16:21:00,Afternoon
101-17-6199,A,Yangon,Food and beverages,45.79,7,320.53,16.0265,336.5565,16.0265,4.761904762,7,Normal,Male,Credit card,3/13/2019,Wednesday,March,19:44:00,Evening
423-80-0988,C,Naypyitaw,Sports and travel,76.4,2,152.8,7.64,160.44,7.64,4.761904762,6.5,Normal,Male,Ewallet,1/30/2019,Wednesday,January,19:42:00,Evening
548-46-9322,B,Mandalay,Food and beverages,39.9,10,399,19.95,418.95,19.95,4.761904762,5.9,Normal,Male,Credit card,2/20/2019,Wednesday,February,15:24:00,Afternoon
505-02-0892,B,Mandalay,Health and beauty,42.57,8,340.56,17.028,357.588,17.028,4.761904762,5.6,Member,Male,Ewallet,2/25/2019,Monday,February,14:12:00,Afternoon
234-65-2137,C,Naypyitaw,Home and lifestyle,95.58,10,955.8,47.79,1003.59,47.79,4.761904762,4.8,Normal,Male,Cash,1/16/2019,Wednesday,January,13:32:00,Afternoon
687-47-8271,A,Yangon,Fashion accessories,98.98,10,989.8,49.49,1039.29,49.49,4.761904762,8.7,Normal,Male,Credit card,2/8/2019,Friday,February,16:20:00,Afternoon
796-32-9050,A,Yangon,Food and beverages,51.28,6,307.68,15.384,323.064,15.384,4.761904762,6.5,Normal,Male,Cash,1/19/2019,Saturday,January,16:31:00,Afternoon
105-31-1824,A,Yangon,Sports and travel,69.52,7,486.64,24.332,510.972,24.332,4.761904762,8.5,Member,Male,Credit card,2/1/2019,Friday,February,15:10:00,Afternoon
249-42-3782,A,Yangon,Health and beauty,70.01,5,350.05,17.5025,367.5525,17.5025,4.761904762,5.5,Normal,Male,Ewallet,1/3/2019,Thursday,January,11:36:00,Morning
316-55-4634,B,Mandalay,Food and beverages,80.05,5,400.25,20.0125,420.2625,20.0125,4.761904762,9.4,Member,Male,Credit card,1/26/2019,Saturday,January,12:45:00,Afternoon
733-33-4967,C,Naypyitaw,Electronic accessories,20.85,8,166.8,8.34,175.14,8.34,4.761904762,6.3,Normal,Male,Cash,3/3/2019,Sunday,March,19:17:00,Evening
608-27-6295,B,Mandalay,Electronic accessories,52.89,6,317.34,15.867,333.207,15.867,4.761904762,9.8,Member,Male,Credit card,1/19/2019,Saturday,January,17:34:00,Afternoon
414-12-7047,B,Mandalay,Food and beverages,19.79,8,158.32,7.916,166.236,7.916,4.761904762,8.7,Normal,Male,Ewallet,1/18/2019,Friday,January,12:04:00,Afternoon
827-26-2100,A,Yangon,Home and lifestyle,33.84,9,304.56,15.228,319.788,15.228,4.761904762,8.8,Member,Male,Ewallet,3/21/2019,Thursday,March,16:21:00,Afternoon
175-54-2529,A,Yangon,Food and beverages,22.17,8,177.36,8.868,186.228,8.868,4.761904762,9.6,Member,Male,Credit card,3/3/2019,Sunday,March,17:01:00,Afternoon
139-52-2867,C,Naypyitaw,Fashion accessories,22.51,7,157.57,7.8785,165.4485,7.8785,4.761904762,4.8,Normal,Female,Credit card,2/13/2019,Wednesday,February,10:50:00,Morning
407-63-8975,A,Yangon,Food and beverages,73.88,6,443.28,22.164,465.444,22.164,4.761904762,4.4,Normal,Male,Ewallet,3/23/2019,Saturday,March,19:16:00,Evening
342-65-4817,C,Naypyitaw,Health and beauty,86.8,3,260.4,13.02,273.42,13.02,4.761904762,9.9,Member,Male,Ewallet,1/28/2019,Monday,January,16:47:00,Afternoon
130-98-8941,C,Naypyitaw,Fashion accessories,64.26,7,449.82,22.491,472.311,22.491,4.761904762,5.7,Normal,Male,Cash,2/9/2019,Saturday,February,10:00:00,Morning
434-83-9547,C,Naypyitaw,Food and beverages,38.47,8,307.76,15.388,323.148,15.388,4.761904762,7.7,Member,Male,Cash,1/23/2019,Wednesday,January,11:51:00,Morning
851-28-6367,A,Yangon,Sports and travel,15.5,10,155,7.75,162.75,7.75,4.761904762,8,Member,Male,Ewallet,3/23/2019,Saturday,March,10:55:00,Morning
824-88-3614,C,Naypyitaw,Health and beauty,34.31,8,274.48,13.724,288.204,13.724,4.761904762,5.7,Normal,Male,Ewallet,1/25/2019,Friday,January,15:00:00,Afternoon
586-25-0848,A,Yangon,Sports and travel,12.34,7,86.38,4.319,90.699,4.319,4.761904762,6.7,Normal,Female,Credit card,3/4/2019,Monday,March,11:19:00,Morning
895-66-0685,B,Mandalay,Food and beverages,18.08,3,54.24,2.712,56.952,2.712,4.761904762,8,Member,Male,Ewallet,3/5/2019,Tuesday,March,19:46:00,Evening
305-14-0245,B,Mandalay,Home and lifestyle,94.49,8,755.92,37.796,793.716,37.796,4.761904762,7.5,Member,Female,Ewallet,3/3/2019,Sunday,March,19:00:00,Evening
732-04-5373,B,Mandalay,Home and lifestyle,46.47,4,185.88,9.294,195.174,9.294,4.761904762,7,Member,Male,Cash,2/8/2019,Friday,February,10:53:00,Morning
400-60-7251,A,Yangon,Home and lifestyle,74.07,1,74.07,3.7035,77.7735,3.7035,4.761904762,9.9,Normal,Male,Ewallet,2/10/2019,Sunday,February,12:50:00,Afternoon
593-65-1552,C,Naypyitaw,Home and lifestyle,69.81,4,279.24,13.962,293.202,13.962,4.761904762,5.9,Normal,Female,Credit card,1/28/2019,Monday,January,20:50:00,Evening
284-34-9626,B,Mandalay,Home and lifestyle,77.04,3,231.12,11.556,242.676,11.556,4.761904762,7.2,Normal,Female,Credit card,2/11/2019,Monday,February,10:39:00,Morning
437-58-8131,B,Mandalay,Fashion accessories,73.52,2,147.04,7.352,154.392,7.352,4.761904762,4.6,Normal,Female,Ewallet,1/15/2019,Tuesday,January,13:41:00,Afternoon
286-43-6208,C,Naypyitaw,Food and beverages,87.8,9,790.2,39.51,829.71,39.51,4.761904762,9.2,Normal,Female,Cash,3/16/2019,Saturday,March,19:08:00,Evening
641-43-2399,B,Mandalay,Home and lifestyle,25.55,4,102.2,5.11,107.31,5.11,4.761904762,5.7,Normal,Male,Ewallet,1/26/2019,Saturday,January,20:23:00,Evening
831-07-6050,A,Yangon,Electronic accessories,32.71,5,163.55,8.1775,171.7275,8.1775,4.761904762,9.9,Normal,Male,Credit card,3/19/2019,Tuesday,March,11:30:00,Morning
556-86-3144,C,Naypyitaw,Fashion accessories,74.29,1,74.29,3.7145,78.0045,3.7145,4.761904762,5,Member,Female,Cash,1/13/2019,Sunday,January,19:30:00,Evening
848-24-9445,C,Naypyitaw,Health and beauty,43.7,2,87.4,4.37,91.77,4.37,4.761904762,4.9,Member,Male,Cash,3/26/2019,Tuesday,March,18:03:00,Evening
856-22-8149,A,Yangon,Home and lifestyle,25.29,1,25.29,1.2645,26.5545,1.2645,4.761904762,6.1,Normal,Female,Ewallet,3/23/2019,Saturday,March,10:13:00,Morning
699-01-4164,C,Naypyitaw,Health and beauty,41.5,4,166,8.3,174.3,8.3,4.761904762,8.2,Normal,Male,Credit card,3/12/2019,Tuesday,March,19:58:00,Evening
420-11-4919,C,Naypyitaw,Food and beverages,71.39,5,356.95,17.8475,374.7975,17.8475,4.761904762,5.5,Member,Female,Credit card,2/17/2019,Sunday,February,19:57:00,Evening
606-80-4905,C,Naypyitaw,Sports and travel,19.15,6,114.9,5.745,120.645,5.745,4.761904762,6.8,Member,Female,Credit card,1/29/2019,Tuesday,January,10:01:00,Morning
542-41-0513,B,Mandalay,Electronic accessories,57.49,4,229.96,11.498,241.458,11.498,4.761904762,6.6,Member,Female,Cash,3/15/2019,Friday,March,11:57:00,Morning
426-39-2418,C,Naypyitaw,Electronic accessories,61.41,7,429.87,21.4935,451.3635,21.4935,4.761904762,9.8,Normal,Male,Cash,1/14/2019,Monday,January,10:02:00,Morning
875-46-5808,B,Mandalay,Health and beauty,25.9,10,259,12.95,271.95,12.95,4.761904762,8.7,Member,Male,Ewallet,2/6/2019,Wednesday,February,14:51:00,Afternoon
394-43-4238,B,Mandalay,Home and lifestyle,17.77,5,88.85,4.4425,93.2925,4.4425,4.761904762,5.4,Member,Male,Credit card,2/15/2019,Friday,February,12:42:00,Afternoon
749-24-1565,A,Yangon,Health and beauty,23.03,9,207.27,10.3635,217.6335,10.3635,4.761904762,7.9,Normal,Female,Ewallet,1/3/2019,Thursday,January,12:02:00,Afternoon
672-51-8681,C,Naypyitaw,Electronic accessories,66.65,9,599.85,29.9925,629.8425,29.9925,4.761904762,9.7,Member,Female,Credit card,1/4/2019,Friday,January,18:19:00,Evening
263-87-5680,C,Naypyitaw,Home and lifestyle,28.53,10,285.3,14.265,299.565,14.265,4.761904762,7.8,Member,Female,Ewallet,3/18/2019,Monday,March,17:38:00,Afternoon
573-58-9734,B,Mandalay,Fashion accessories,30.37,3,91.11,4.5555,95.6655,4.5555,4.761904762,5.1,Normal,Female,Ewallet,3/28/2019,Thursday,March,13:41:00,Afternoon
817-69-8206,B,Mandalay,Electronic accessories,99.73,9,897.57,44.8785,942.4485,44.8785,4.761904762,6.5,Normal,Female,Credit card,3/2/2019,Saturday,March,19:42:00,Evening
888-02-0338,A,Yangon,Electronic accessories,26.23,9,236.07,11.8035,247.8735,11.8035,4.761904762,5.9,Normal,Male,Ewallet,1/25/2019,Friday,January,20:24:00,Evening
677-11-0152,C,Naypyitaw,Food and beverages,93.26,9,839.34,41.967,881.307,41.967,4.761904762,8.8,Normal,Female,Cash,1/16/2019,Wednesday,January,18:08:00,Evening
142-63-6033,B,Mandalay,Home and lifestyle,92.36,5,461.8,23.09,484.89,23.09,4.761904762,4.9,Normal,Male,Ewallet,3/20/2019,Wednesday,March,19:17:00,Evening
656-16-1063,B,Mandalay,Sports and travel,46.42,3,139.26,6.963,146.223,6.963,4.761904762,4.4,Normal,Male,Credit card,1/4/2019,Friday,January,13:24:00,Afternoon
891-58-8335,B,Mandalay,Sports and travel,29.61,7,207.27,10.3635,217.6335,10.3635,4.761904762,6.5,Member,Female,Cash,3/11/2019,Monday,March,15:53:00,Afternoon
802-43-8934,A,Yangon,Home and lifestyle,18.28,1,18.28,0.914,19.194,0.914,4.761904762,8.3,Normal,Male,Credit card,3/22/2019,Friday,March,15:05:00,Afternoon
560-30-5617,B,Mandalay,Sports and travel,24.77,5,123.85,6.1925,130.0425,6.1925,4.761904762,8.5,Normal,Female,Cash,3/24/2019,Sunday,March,18:27:00,Evening
319-74-2561,A,Yangon,Electronic accessories,94.64,3,283.92,14.196,298.116,14.196,4.761904762,5.5,Member,Female,Cash,2/21/2019,Thursday,February,16:55:00,Afternoon
549-03-9315,B,Mandalay,Fashion accessories,94.87,8,758.96,37.948,796.908,37.948,4.761904762,8.7,Normal,Male,Ewallet,2/12/2019,Tuesday,February,12:58:00,Afternoon
790-29-1172,B,Mandalay,Food and beverages,57.34,3,172.02,8.601,180.621,8.601,4.761904762,7.9,Normal,Female,Credit card,3/10/2019,Sunday,March,18:59:00,Evening
239-36-3640,B,Mandalay,Electronic accessories,45.35,6,272.1,13.605,285.705,13.605,4.761904762,6.1,Normal,Male,Ewallet,1/31/2019,Thursday,January,13:44:00,Afternoon
468-01-2051,B,Mandalay,Food and beverages,62.08,7,434.56,21.728,456.288,21.728,4.761904762,5.4,Normal,Male,Ewallet,3/6/2019,Wednesday,March,13:46:00,Afternoon
389-25-3394,C,Naypyitaw,Electronic accessories,11.81,5,59.05,2.9525,62.0025,2.9525,4.761904762,9.4,Normal,Male,Cash,2/17/2019,Sunday,February,18:06:00,Evening
279-62-1445,C,Naypyitaw,Fashion accessories,12.54,1,12.54,0.627,13.167,0.627,4.761904762,8.2,Member,Female,Cash,2/21/2019,Thursday,February,12:38:00,Afternoon
213-72-6612,A,Yangon,Food and beverages,43.25,2,86.5,4.325,90.825,4.325,4.761904762,6.2,Normal,Male,Cash,3/20/2019,Wednesday,March,15:56:00,Afternoon
746-68-6593,C,Naypyitaw,Sports and travel,87.16,2,174.32,8.716,183.036,8.716,4.761904762,9.7,Member,Female,Credit card,1/11/2019,Friday,January,14:29:00,Afternoon
836-82-5858,B,Mandalay,Health and beauty,69.37,9,624.33,31.2165,655.5465,31.2165,4.761904762,4,Member,Male,Ewallet,1/26/2019,Saturday,January,19:14:00,Evening
583-72-1480,C,Naypyitaw,Electronic accessories,37.06,4,148.24,7.412,155.652,7.412,4.761904762,9.7,Member,Male,Ewallet,1/31/2019,Thursday,January,16:24:00,Afternoon
466-61-5506,B,Mandalay,Electronic accessories,90.7,6,544.2,27.21,571.41,27.21,4.761904762,5.3,Member,Female,Cash,2/26/2019,Tuesday,February,10:52:00,Morning
721-86-6247,A,Yangon,Home and lifestyle,63.42,8,507.36,25.368,532.728,25.368,4.761904762,7.4,Normal,Female,Ewallet,3/11/2019,Monday,March,12:55:00,Afternoon
289-65-5721,B,Mandalay,Fashion accessories,81.37,2,162.74,8.137,170.877,8.137,4.761904762,6.5,Normal,Female,Cash,1/26/2019,Saturday,January,19:28:00,Evening
545-46-3100,B,Mandalay,Electronic accessories,10.59,3,31.77,1.5885,33.3585,1.5885,4.761904762,8.7,Member,Female,Credit card,3/12/2019,Tuesday,March,13:52:00,Afternoon
418-02-5978,B,Mandalay,Health and beauty,84.09,9,756.81,37.8405,794.6505,37.8405,4.761904762,8,Normal,Female,Cash,2/11/2019,Monday,February,10:54:00,Morning
269-04-5750,B,Mandalay,Fashion accessories,73.82,4,295.28,14.764,310.044,14.764,4.761904762,6.7,Member,Male,Cash,2/21/2019,Thursday,February,18:31:00,Evening
157-13-5295,A,Yangon,Health and beauty,51.94,10,519.4,25.97,545.37,25.97,4.761904762,6.5,Member,Male,Ewallet,3/9/2019,Saturday,March,18:24:00,Evening
645-78-8093,A,Yangon,Sports and travel,93.14,2,186.28,9.314,195.594,9.314,4.761904762,4.1,Normal,Female,Ewallet,1/20/2019,Sunday,January,18:09:00,Evening
211-30-9270,C,Naypyitaw,Health and beauty,17.41,5,87.05,4.3525,91.4025,4.3525,4.761904762,4.9,Normal,Male,Credit card,1/28/2019,Monday,January,15:16:00,Afternoon
755-12-3214,C,Naypyitaw,Fashion accessories,44.22,5,221.1,11.055,232.155,11.055,4.761904762,8.6,Member,Female,Credit card,3/5/2019,Tuesday,March,17:07:00,Afternoon
346-84-3103,B,Mandalay,Electronic accessories,13.22,5,66.1,3.305,69.405,3.305,4.761904762,4.3,Member,Female,Cash,3/2/2019,Saturday,March,19:26:00,Evening
478-06-7835,A,Yangon,Fashion accessories,89.69,1,89.69,4.4845,94.1745,4.4845,4.761904762,4.9,Normal,Male,Ewallet,1/11/2019,Friday,January,11:20:00,Morning
540-11-4336,A,Yangon,Food and beverages,24.94,9,224.46,11.223,235.683,11.223,4.761904762,5.6,Normal,Male,Credit card,1/11/2019,Friday,January,16:49:00,Afternoon
448-81-5016,A,Yangon,Health and beauty,59.77,2,119.54,5.977,125.517,5.977,4.761904762,5.8,Normal,Male,Credit card,3/11/2019,Monday,March,12:01:00,Afternoon
142-72-4741,C,Naypyitaw,Fashion accessories,93.2,2,186.4,9.32,195.72,9.32,4.761904762,6,Member,Male,Credit card,2/28/2019,Thursday,February,18:37:00,Evening
217-58-1179,A,Yangon,Home and lifestyle,62.65,4,250.6,12.53,263.13,12.53,4.761904762,4.2,Member,Male,Cash,1/5/2019,Saturday,January,11:25:00,Morning
376-02-8238,B,Mandalay,Home and lifestyle,93.87,8,750.96,37.548,788.508,37.548,4.761904762,8.3,Normal,Male,Credit card,2/2/2019,Saturday,February,18:42:00,Evening
530-90-9855,A,Yangon,Home and lifestyle,47.59,8,380.72,19.036,399.756,19.036,4.761904762,5.7,Member,Male,Cash,1/1/2019,Tuesday,January,14:47:00,Afternoon
866-05-7563,B,Mandalay,Electronic accessories,81.4,3,244.2,12.21,256.41,12.21,4.761904762,4.8,Member,Female,Cash,2/9/2019,Saturday,February,19:43:00,Evening
604-70-6476,A,Yangon,Fashion accessories,17.94,5,89.7,4.485,94.185,4.485,4.761904762,6.8,Member,Male,Ewallet,1/23/2019,Wednesday,January,14:04:00,Afternoon
799-71-1548,A,Yangon,Electronic accessories,77.72,4,310.88,15.544,326.424,15.544,4.761904762,8.8,Member,Male,Credit card,1/7/2019,Monday,January,16:11:00,Afternoon
785-13-7708,B,Mandalay,Food and beverages,73.06,7,511.42,25.571,536.991,25.571,4.761904762,4.2,Normal,Male,Credit card,1/14/2019,Monday,January,19:06:00,Evening
845-51-0542,B,Mandalay,Food and beverages,46.55,9,418.95,20.9475,439.8975,20.9475,4.761904762,6.4,Member,Male,Ewallet,2/2/2019,Saturday,February,15:34:00,Afternoon
662-47-5456,C,Naypyitaw,Fashion accessories,35.19,10,351.9,17.595,369.495,17.595,4.761904762,8.4,Member,Male,Credit card,3/17/2019,Sunday,March,19:06:00,Evening
883-17-4236,C,Naypyitaw,Sports and travel,14.39,2,28.78,1.439,30.219,1.439,4.761904762,7.2,Normal,Female,Credit card,3/2/2019,Saturday,March,19:44:00,Evening
290-68-2984,A,Yangon,Home and lifestyle,23.75,4,95,4.75,99.75,4.75,4.761904762,5.2,Normal,Male,Cash,3/16/2019,Saturday,March,11:22:00,Morning
704-11-6354,A,Yangon,Home and lifestyle,58.9,8,471.2,23.56,494.76,23.56,4.761904762,8.9,Member,Male,Cash,1/6/2019,Sunday,January,11:23:00,Morning
110-48-7033,B,Mandalay,Fashion accessories,32.62,4,130.48,6.524,137.004,6.524,4.761904762,9,Member,Male,Cash,1/29/2019,Tuesday,January,14:12:00,Afternoon
366-93-0948,A,Yangon,Electronic accessories,66.35,1,66.35,3.3175,69.6675,3.3175,4.761904762,9.7,Member,Male,Credit card,1/31/2019,Thursday,January,10:46:00,Morning
729-09-9681,A,Yangon,Home and lifestyle,25.91,6,155.46,7.773,163.233,7.773,4.761904762,8.7,Member,Male,Ewallet,2/5/2019,Tuesday,February,10:16:00,Morning
151-16-1484,A,Yangon,Electronic accessories,32.25,4,129,6.45,135.45,6.45,4.761904762,6.5,Member,Male,Ewallet,2/13/2019,Wednesday,February,12:38:00,Afternoon
380-94-4661,C,Naypyitaw,Electronic accessories,65.94,4,263.76,13.188,276.948,13.188,4.761904762,6.9,Member,Male,Credit card,2/7/2019,Thursday,February,13:05:00,Afternoon
850-41-9669,A,Yangon,Electronic accessories,75.06,9,675.54,33.777,709.317,33.777,4.761904762,6.2,Normal,Female,Ewallet,3/19/2019,Tuesday,March,13:25:00,Afternoon
821-07-3596,C,Naypyitaw,Fashion accessories,16.45,4,65.8,3.29,69.09,3.29,4.761904762,5.6,Normal,Female,Ewallet,3/7/2019,Thursday,March,14:53:00,Afternoon
655-85-5130,B,Mandalay,Fashion accessories,38.3,4,153.2,7.66,160.86,7.66,4.761904762,5.7,Member,Female,Cash,3/13/2019,Wednesday,March,19:22:00,Evening
447-15-7839,A,Yangon,Sports and travel,22.24,10,222.4,11.12,233.52,11.12,4.761904762,4.2,Member,Female,Cash,2/9/2019,Saturday,February,11:00:00,Morning
154-74-7179,B,Mandalay,Sports and travel,54.45,1,54.45,2.7225,57.1725,2.7225,4.761904762,7.9,Normal,Male,Ewallet,2/26/2019,Tuesday,February,19:24:00,Evening
253-12-6086,A,Yangon,Sports and travel,98.4,7,688.8,34.44,723.24,34.44,4.761904762,8.7,Member,Female,Credit card,3/12/2019,Tuesday,March,12:43:00,Afternoon
808-65-0703,C,Naypyitaw,Home and lifestyle,35.47,4,141.88,7.094,148.974,7.094,4.761904762,6.9,Normal,Male,Credit card,3/14/2019,Thursday,March,17:22:00,Afternoon
571-94-0759,B,Mandalay,Food and beverages,74.6,10,746,37.3,783.3,37.3,4.761904762,9.5,Member,Female,Cash,1/8/2019,Tuesday,January,20:55:00,Evening
144-51-6085,A,Yangon,Home and lifestyle,70.74,4,282.96,14.148,297.108,14.148,4.761904762,4.4,Member,Male,Credit card,1/5/2019,Saturday,January,16:05:00,Afternoon
731-14-2199,A,Yangon,Home and lifestyle,35.54,10,355.4,17.77,373.17,17.77,4.761904762,7,Member,Female,Ewallet,1/4/2019,Friday,January,13:34:00,Afternoon
783-09-1637,B,Mandalay,Sports and travel,67.43,5,337.15,16.8575,354.0075,16.8575,4.761904762,6.3,Normal,Female,Ewallet,3/6/2019,Wednesday,March,18:13:00,Evening
687-15-1097,C,Naypyitaw,Health and beauty,21.12,2,42.24,2.112,44.352,2.112,4.761904762,9.7,Member,Female,Cash,1/3/2019,Thursday,January,19:17:00,Evening
126-54-1082,A,Yangon,Home and lifestyle,21.54,9,193.86,9.693,203.553,9.693,4.761904762,8.8,Member,Female,Credit card,1/7/2019,Monday,January,11:44:00,Morning
633-91-1052,A,Yangon,Home and lifestyle,12.03,2,24.06,1.203,25.263,1.203,4.761904762,5.1,Normal,Female,Cash,1/27/2019,Sunday,January,15:51:00,Afternoon
477-24-6490,B,Mandalay,Health and beauty,99.71,6,598.26,29.913,628.173,29.913,4.761904762,7.9,Normal,Female,Ewallet,2/26/2019,Tuesday,February,16:52:00,Afternoon
566-19-5475,B,Mandalay,Fashion accessories,47.97,7,335.79,16.7895,352.5795,16.7895,4.761904762,6.2,Normal,Male,Cash,1/7/2019,Monday,January,20:52:00,Evening
526-86-8552,C,Naypyitaw,Home and lifestyle,21.82,10,218.2,10.91,229.11,10.91,4.761904762,7.1,Member,Female,Cash,1/7/2019,Monday,January,17:36:00,Afternoon
376-56-3573,C,Naypyitaw,Fashion accessories,95.42,4,381.68,19.084,400.764,19.084,4.761904762,6.4,Normal,Female,Ewallet,2/2/2019,Saturday,February,13:23:00,Afternoon
537-72-0426,C,Naypyitaw,Fashion accessories,70.99,10,709.9,35.495,745.395,35.495,4.761904762,5.7,Member,Male,Cash,3/20/2019,Wednesday,March,16:28:00,Afternoon
828-61-5674,A,Yangon,Sports and travel,44.02,10,440.2,22.01,462.21,22.01,4.761904762,9.6,Member,Male,Credit card,3/20/2019,Wednesday,March,19:57:00,Evening
136-08-6195,A,Yangon,Home and lifestyle,69.96,8,559.68,27.984,587.664,27.984,4.761904762,6.4,Normal,Female,Credit card,2/15/2019,Friday,February,17:01:00,Afternoon
523-38-0215,C,Naypyitaw,Home and lifestyle,37,1,37,1.85,38.85,1.85,4.761904762,7.9,Normal,Male,Credit card,3/6/2019,Wednesday,March,13:29:00,Afternoon
490-29-1201,A,Yangon,Sports and travel,15.34,1,15.34,0.767,16.107,0.767,4.761904762,6.5,Normal,Female,Cash,1/6/2019,Sunday,January,11:09:00,Morning
667-92-0055,A,Yangon,Health and beauty,99.83,6,598.98,29.949,628.929,29.949,4.761904762,8.5,Member,Male,Ewallet,3/4/2019,Monday,March,15:02:00,Afternoon
565-17-3836,A,Yangon,Health and beauty,47.67,4,190.68,9.534,200.214,9.534,4.761904762,9.1,Member,Female,Cash,3/12/2019,Tuesday,March,14:21:00,Afternoon
498-41-1961,B,Mandalay,Health and beauty,66.68,5,333.4,16.67,350.07,16.67,4.761904762,7.6,Normal,Male,Cash,2/20/2019,Wednesday,February,18:01:00,Evening
593-95-4461,C,Naypyitaw,Home and lifestyle,74.86,1,74.86,3.743,78.603,3.743,4.761904762,6.9,Member,Male,Cash,3/24/2019,Sunday,March,14:49:00,Afternoon
226-71-3580,C,Naypyitaw,Sports and travel,23.75,9,213.75,10.6875,224.4375,10.6875,4.761904762,9.5,Normal,Female,Cash,1/31/2019,Thursday,January,12:02:00,Afternoon
283-79-9594,B,Mandalay,Food and beverages,48.51,7,339.57,16.9785,356.5485,16.9785,4.761904762,5.2,Normal,Female,Credit card,1/25/2019,Friday,January,13:30:00,Afternoon
430-60-3493,A,Yangon,Home and lifestyle,94.88,7,664.16,33.208,697.368,33.208,4.761904762,4.2,Member,Female,Cash,2/3/2019,Sunday,February,14:38:00,Afternoon
139-20-0155,B,Mandalay,Electronic accessories,40.3,10,403,20.15,423.15,20.15,4.761904762,7,Member,Male,Credit card,1/24/2019,Thursday,January,17:37:00,Afternoon
558-80-4082,C,Naypyitaw,Electronic accessories,27.85,7,194.95,9.7475,204.6975,9.7475,4.761904762,6,Normal,Male,Ewallet,3/14/2019,Thursday,March,17:20:00,Afternoon
278-97-7759,A,Yangon,Electronic accessories,62.48,1,62.48,3.124,65.604,3.124,4.761904762,4.7,Member,Female,Cash,2/18/2019,Monday,February,20:29:00,Evening
316-68-6352,A,Yangon,Food and beverages,36.36,2,72.72,3.636,76.356,3.636,4.761904762,7.1,Member,Female,Cash,1/21/2019,Monday,January,10:00:00,Morning
585-03-5943,B,Mandalay,Health and beauty,18.11,10,181.1,9.055,190.155,9.055,4.761904762,5.9,Normal,Male,Ewallet,3/13/2019,Wednesday,March,11:46:00,Morning
211-05-0490,C,Naypyitaw,Electronic accessories,51.92,5,259.6,12.98,272.58,12.98,4.761904762,7.5,Member,Female,Cash,3/3/2019,Sunday,March,13:42:00,Afternoon
727-75-6477,C,Naypyitaw,Electronic accessories,28.84,4,115.36,5.768,121.128,5.768,4.761904762,6.4,Normal,Male,Cash,3/29/2019,Friday,March,14:44:00,Afternoon
744-02-5987,A,Yangon,Home and lifestyle,78.38,6,470.28,23.514,493.794,23.514,4.761904762,5.8,Member,Male,Ewallet,1/10/2019,Thursday,January,14:16:00,Afternoon
307-83-9164,A,Yangon,Home and lifestyle,60.01,4,240.04,12.002,252.042,12.002,4.761904762,4.5,Member,Male,Cash,1/25/2019,Friday,January,15:54:00,Afternoon
779-06-0012,C,Naypyitaw,Home and lifestyle,88.61,1,88.61,4.4305,93.0405,4.4305,4.761904762,7.7,Member,Female,Cash,1/19/2019,Saturday,January,10:21:00,Morning
446-47-6729,C,Naypyitaw,Fashion accessories,99.82,2,199.64,9.982,209.622,9.982,4.761904762,6.7,Normal,Male,Credit card,1/2/2019,Wednesday,January,18:09:00,Evening
